nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,centre:nullMineral+up,centre:nullMineral+up,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral
level2
Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,Bmineral,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,centre:nullMineral+up,centre:nullMineral+up,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,centre:nullMineral+up,centre:nullMineral+up,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,Amineral,Amineral,Amineral,Amineral,Amineral,Amineral
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,Amineral,Amineral,Amineral,Amineral,Amineral,Amineral
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,Amineral,Amineral,Amineral,Amineral,Amineral,Amineral
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,Amineral,Amineral,Amineral,Amineral,Amineral,Amineral
level3
Amineral,Amineral,Amineral,Amineral,Amineral,Amineral,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
Amineral,Amineral,Amineral,Amineral,Amineral,Amineral,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
Amineral,Amineral,Amineral,Amineral,Amineral,Amineral,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
Amineral,Amineral,Amineral,Amineral,Amineral,Amineral,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,centre:nullMineral+up,centre:nullMineral+up,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,centre:nullMineral+up,centre:nullMineral+up,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject,nullObject
